Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),ISSUES (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),ISSUES (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),ISSUES (CHECK 10),STATUS (CHECK 11),TIME (CHECK 11),ISSUES (CHECK 11),STATUS (CHECK 12),TIME (CHECK 12),ISSUES (CHECK 12),STATUS (CHECK 13),TIME (CHECK 13),ISSUES (CHECK 13),STATUS (CHECK 14),TIME (CHECK 14),ISSUES (CHECK 14),STATUS (CHECK 15),TIME (CHECK 15),ISSUES (CHECK 15),STATUS (CHECK 16),TIME (CHECK 16),ISSUES (CHECK 16),STATUS (CHECK 17),TIME (CHECK 17),ISSUES (CHECK 17),STATUS (CHECK 18),TIME (CHECK 18),ISSUES (CHECK 18),STATUS (CHECK 19),TIME (CHECK 19),ISSUES (CHECK 19),STATUS (CHECK 20),TIME (CHECK 20),ISSUES (CHECK 20),STATUS (CHECK 21),TIME (CHECK 21),ISSUES (CHECK 21),DEPTH
ZKSync_USDT,CHECKED,00:06:25,A4:MEDIUM,CHECKED,01:02:40,,CHECKED,04:39:58,A4:MEDIUM,CHECKED,07:05:36,,CHECKED,08:53:35,A4:MEDIUM,CHECKED,10:18:14,A4:MEDIUM,CHECKED,11:14:38,,CHECKED,12:11:59,,CHECKED,12:44:31,,CHECKED,13:01:58,,CHECKED,14:45:28,A4:MEDIUM,CHECKED,15:31:33,A4:MEDIUM,CHECKED,16:08:56,,CHECKED,17:03:45,A4:MEDIUM,CHECKED,18:09:03,,CHECKED,19:03:43,,CHECKED,20:18:30,A4:MEDIUM,CHECKED,21:01:31,,CHECKED,21:08:00,A4:MEDIUM,CHECKED,22:04:29,A4:MEDIUM,CHECKED,23:00:12,A4:MEDIUM,$3.5K / $3.9K
USDT_CNGN,CHECKED,00:06:25,,CHECKED,01:02:40,,WARNING,04:39:58,STALE:HIGH,CHECKED,07:05:36,,CHECKED,08:53:35,,WARNING,10:18:14,STALE:HIGH,CHECKED,11:14:38,,CHECKED,12:11:59,,WARNING,12:44:31,STALE:HIGH,CHECKED,13:01:58,,CHECKED,14:45:28,,WARNING,15:31:33,STALE:HIGH,CHECKED,16:08:56,,CHECKED,17:03:45,,WARNING,18:09:03,STALE:HIGH,CHECKED,19:03:43,,CHECKED,20:18:30,,WARNING,21:01:31,STALE:HIGH,CHECKED,21:08:00,,CHECKED,22:04:29,,WARNING,23:00:12,STALE:HIGH,$65.58M / $65.58M
BTC_NGN,CHECKED,00:06:25,,CHECKED,01:02:40,,CHECKED,04:39:58,,WARNING,07:05:36,A2:HIGH,CHECKED,08:53:35,,CHECKED,10:18:14,,CHECKED,11:14:38,,CHECKED,12:11:59,,CHECKED,12:44:31,,CHECKED,13:01:58,,CHECKED,14:45:28,,CHECKED,15:31:33,,CHECKED,16:08:56,,CHECKED,17:03:45,,CHECKED,18:09:03,,CHECKED,19:03:43,,CHECKED,20:18:30,,CHECKED,21:01:31,,CHECKED,21:08:00,,CHECKED,22:04:29,,CHECKED,23:00:12,,$2630.74M / $2630.74M
USDT_NGN,WARNING,00:06:25,A2:HIGH,WARNING,01:02:40,A2:HIGH,WARNING,04:39:58,A2:HIGH,WARNING,07:05:36,A2:HIGH,CHECKED,08:53:35,,WARNING,10:18:14,A2:HIGH,WARNING,11:14:38,A2:HIGH,WARNING,12:11:59,A2:HIGH,WARNING,12:44:31,A2:HIGH,WARNING,13:01:58,A2:HIGH,WARNING,14:45:28,A2:HIGH,WARNING,15:31:33,A2:HIGH,WARNING,16:08:56,A2:HIGH,WARNING,17:03:45,A2:HIGH,WARNING,18:09:03,A2:HIGH,WARNING,19:03:43,A2:HIGH,WARNING,20:18:30,A2:HIGH,WARNING,21:01:31,A2:HIGH,WARNING,21:08:00,A2:HIGH,WARNING,22:04:29,A2:HIGH,WARNING,23:00:12,A2:HIGH,$487.98M / $513.46M
QDX_NGN,CHECKED,00:06:25,,CHECKED,01:02:40,,CHECKED,04:39:58,,CHECKED,07:05:36,,WARNING,08:53:35,A2:HIGH,CHECKED,10:18:14,,WARNING,11:14:38,A2:HIGH,WARNING,12:11:59,A2:HIGH,WARNING,12:44:31,A2:HIGH,CHECKED,13:01:58,,CHECKED,14:45:28,,CHECKED,15:31:33,,CHECKED,16:08:56,,CHECKED,17:03:45,,CHECKED,18:09:03,,CHECKED,19:03:43,,CHECKED,20:18:30,,CHECKED,21:01:31,,CHECKED,21:08:00,,WARNING,22:04:29,STALE:HIGH,CHECKED,23:00:12,,$1.14M / $1.16M
ETH_NGN,CHECKED,00:06:25,,CHECKED,01:02:40,,CHECKED,04:39:58,,CHECKED,07:05:36,,CHECKED,08:53:35,,CHECKED,10:18:14,,CHECKED,11:14:38,,CHECKED,12:11:59,,CHECKED,12:44:31,,CHECKED,13:01:58,,CHECKED,14:45:28,,CHECKED,15:31:33,,CHECKED,16:08:56,,CHECKED,17:03:45,,CHECKED,18:09:03,,CHECKED,19:03:43,,CHECKED,20:18:30,,CHECKED,21:01:31,,CHECKED,21:08:00,,CHECKED,22:04:29,,CHECKED,23:00:12,,$1329.01M / $1329.01M
TRX_NGN,CHECKED,00:06:25,,CHECKED,01:02:40,,CHECKED,04:39:58,,CHECKED,07:05:36,,CHECKED,08:53:35,,CHECKED,10:18:14,,CHECKED,11:14:38,,CHECKED,12:11:59,,CHECKED,12:44:31,,CHECKED,13:01:58,,CHECKED,14:45:28,,CHECKED,15:31:33,,CHECKED,16:08:56,,CHECKED,17:03:45,,CHECKED,18:09:03,,CHECKED,19:03:43,,CHECKED,20:18:30,,CHECKED,21:01:31,,CHECKED,21:08:00,,CHECKED,22:04:29,,CHECKED,23:00:12,,$548.78M / $548.78M
XRP_NGN,CHECKED,00:06:25,,CHECKED,01:02:40,,CHECKED,04:39:58,,CHECKED,07:05:36,,CHECKED,08:53:35,,CHECKED,10:18:14,,CHECKED,11:14:38,,CHECKED,12:11:59,,CHECKED,12:44:31,,CHECKED,13:01:58,,CHECKED,14:45:28,,CHECKED,15:31:33,,CHECKED,16:08:56,,CHECKED,17:03:45,,CHECKED,18:09:03,,CHECKED,19:03:43,,CHECKED,20:18:30,,CHECKED,21:01:31,,CHECKED,21:08:00,,CHECKED,22:04:29,,CHECKED,23:00:12,,$262.17M / $262.17M
DASH_NGN,CHECKED,00:06:25,,CHECKED,01:02:40,,CHECKED,04:39:58,,CHECKED,07:05:36,,CHECKED,08:53:35,,CHECKED,10:18:14,,CHECKED,11:14:38,,CHECKED,12:11:59,,CHECKED,12:44:31,,CHECKED,13:01:58,,CHECKED,14:45:28,,CHECKED,15:31:33,,CHECKED,16:08:56,,CHECKED,17:03:45,,CHECKED,18:09:03,,CHECKED,19:03:43,,CHECKED,20:18:30,,WARNING,21:01:31,A2:HIGH,CHECKED,21:08:00,,CHECKED,22:04:29,,CHECKED,23:00:12,,$36.42M / $36.42M
LTC_NGN,CHECKED,00:06:25,,CHECKED,01:02:40,,CHECKED,04:39:58,,CHECKED,07:05:36,,CHECKED,08:53:35,,CHECKED,10:18:14,,CHECKED,11:14:38,,CHECKED,12:11:59,,CHECKED,12:44:31,,CHECKED,13:01:58,,CHECKED,14:45:28,,CHECKED,15:31:33,,CHECKED,16:08:56,,CHECKED,17:03:45,,CHECKED,18:09:03,,CHECKED,19:03:43,,CHECKED,20:18:30,,CHECKED,21:01:31,,CHECKED,21:08:00,,CHECKED,22:04:29,,CHECKED,23:00:12,,$325.12M / $325.12M
SOL_NGN,CHECKED,00:06:25,,CHECKED,01:02:40,,CHECKED,04:39:58,,CHECKED,07:05:36,,CHECKED,08:53:35,,CHECKED,10:18:14,,CHECKED,11:14:38,,CHECKED,12:11:59,,CHECKED,12:44:31,,CHECKED,13:01:58,,CHECKED,14:45:28,,CHECKED,15:31:33,,CHECKED,16:08:56,,CHECKED,17:03:45,,CHECKED,18:09:03,,CHECKED,19:03:43,,CHECKED,20:18:30,,CHECKED,21:01:31,,CHECKED,21:08:00,,CHECKED,22:04:29,,CHECKED,23:00:12,,$143.07M / $143.07M
USDC_NGN,CHECKED,00:06:25,,CHECKED,01:02:40,,CHECKED,04:39:58,,CHECKED,07:05:36,,CHECKED,08:53:35,,CHECKED,10:18:14,,CHECKED,11:14:38,,CHECKED,12:11:59,,CHECKED,12:44:31,,CHECKED,13:01:58,,CHECKED,14:45:28,,CHECKED,15:31:33,,CHECKED,16:08:56,,CHECKED,17:03:45,,CHECKED,18:09:03,,CHECKED,19:03:43,,CHECKED,20:18:30,,CHECKED,21:01:31,,CHECKED,21:08:00,,CHECKED,22:04:29,,CHECKED,23:00:12,,$3966.60M / $5454.84M
CNGN_NGN,WARNING,00:06:25,STALE:HIGH,CHECKED,01:02:40,,CHECKED,04:39:58,,WARNING,07:05:36,STALE:HIGH,CHECKED,08:53:35,,CHECKED,10:18:14,,WARNING,11:14:38,STALE:HIGH,CHECKED,12:11:59,,CHECKED,12:44:31,,WARNING,13:01:58,STALE:HIGH,CHECKED,14:45:28,,CHECKED,15:31:33,,CHECKED,16:08:56,,WARNING,17:03:45,STALE:HIGH,CHECKED,18:09:03,,CHECKED,19:03:43,,WARNING,20:18:30,STALE:HIGH,CHECKED,21:01:31,,CHECKED,21:08:00,,WARNING,22:04:29,STALE:HIGH,CHECKED,23:00:12,,$5.20M / $6.93M
USDT_GHS,CHECKED,00:06:25,,CHECKED,01:02:40,,CHECKED,04:39:58,,CHECKED,07:05:36,,CHECKED,08:53:35,,CHECKED,10:18:14,,CHECKED,11:14:38,,CHECKED,12:11:59,,CHECKED,12:44:31,,CHECKED,13:01:58,,CHECKED,14:45:28,,CHECKED,15:31:33,,CHECKED,16:08:56,,CHECKED,17:03:45,,CHECKED,18:09:03,,CHECKED,19:03:43,,CHECKED,20:18:30,,CHECKED,21:01:31,,CHECKED,21:08:00,,CHECKED,22:04:29,,CHECKED,23:00:12,,$1.88M / $2.32M
